序號,是否離職,年齡,性別,婚姻狀態,是否有大學學歷,是否有碩士學歷,是否有博士學歷,最高學歷學校等級,外部經歷總公司數,外部經歷總年資,集團年資,公司年資,一級主管序號,是否為主管,廣義管理幅度,狹義管理幅度,職位層級,是否為STEM人才,是否有兼職,距上次升遷時長,單位,單位層級,單位_第一層,單位_第二層,單位_第三層,個性分群,職能強項,職能弱項,職能驚喜,職能盲點,績效,是否為關鍵人才
271,0,41,男性,,YES,YES,NO,二級,4,14.31780822,0.660045662,0.638127854,663,FALSE,0,0,資深專業人員,FALSE,FALSE,2.9,06C0000,處,06C0000,,,樂觀關係型,計劃與組織能力,學習力,,,5.2,TRUE
272,0,26,女性,,YES,NO,NO,一級,2,2.664383562,0.807534247,0.785616438,663,FALSE,0,0,一般專業人員,FALSE,FALSE,1.3,06C0000,處,06C0000,,,,,問題分析與解決,,學習力,4.5,FALSE
274,1,28,女性,未婚,YES,NO,NO,一級,2,3.082191781,2.498858447,1.073972603,1553,FALSE,0,0,一般專業人員,FALSE,FALSE,,06C0000,處,06C0000,,,保守穩定型,,,,,,
275,0,51,男性,已婚,YES,YES,NO,其他,10,45.93356164,4.629908676,1.979680365,83,FALSE,0,0,一般專業人員,FALSE,FALSE,,04C0100,科,04C0000,04C0100,,,,,,,,
276,0,30,女性,未婚,YES,YES,NO,一級,2,1.035616438,4.841552511,1.65456621,233,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC0900,科,0DC0000,0DC0900,,正向領導型,工作管理 促進團隊成功,敏捷力,,,4,FALSE
277,1,37,女性,,YES,YES,NO,其他,3,6.078310502,6.118949772,1.771917808,242,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC0900,科,0DC0000,0DC0900,,正向領導型,,,,,6,TRUE
278,0,30,男性,,YES,YES,NO,一級,1,3,0.565753425,0.505479452,1554,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC0900,科,0DC0000,0DC0900,,保守穩定型,,,,,,
279,0,24,女性,,YES,NO,NO,二級,2,4.242237443,0.565753425,0.505479452,1554,FALSE,0,0,資深專業人員,TRUE,TRUE,,0DC0900,科,0DC0000,0DC0900,,正向領導型,,,,,4,FALSE
280,1,22,男性,,,,,,0,0,0.987899543,0.987899543,1570,FALSE,0,0,資深專業人員,FALSE,FALSE,0,03C2100,科,03C0000,03C2000,03C2100,正向領導型,敏捷力 對話力,計劃與組織能力,,,6,TRUE
281,0,46,男性,已婚,YES,YES,NO,二級,2,21.74063927,5.032876712,0.629908676,518,FALSE,0,0,行政人員,FALSE,FALSE,,03C2100,科,03C0000,03C2000,03C2100,,,,,,5,TRUE
282,1,42,男性,已婚,YES,YES,NO,二級,10,25.56666667,2.202283105,0.422146119,1553,FALSE,0,0,資深專業人員,FALSE,FALSE,0.6,03C2100,科,03C0000,03C2000,03C2100,,計劃與組織能力,敏捷力 學習力,,,5.5,TRUE
285,1,30,女性,,YES,NO,NO,其他,3,8.994977169,0.793835616,0.329452055,744,FALSE,0,0,資深專業人員,FALSE,FALSE,,03C2100,科,03C0000,03C2000,03C2100,,,,,,,
286,0,28,女性,未婚,YES,NO,NO,二級,1,1.121689498,4.280136986,1.882648402,1013,FALSE,0,0,一般專業人員,FALSE,FALSE,12,0AC5100,科,0AC0000,0AC5000,0AC5100,保守穩定型,,,,,4,FALSE
288,0,29,女性,,YES,YES,NO,其他,0,0,4.318493151,1.235159817,1583,FALSE,0,0,一般專業人員,FALSE,FALSE,,0AC5100,科,0AC0000,0AC5000,0AC5100,樂觀關係型,,,,,3.3,FALSE
292,0,28,男性,未婚,YES,YES,NO,一級,3,3.416666667,2.552054795,1.490639269,1546,FALSE,0,0,一般專業人員,FALSE,FALSE,,0AC5100,科,0AC0000,0AC5000,0AC5100,,,,敏捷力,,,
293,1,32,男性,未婚,YES,YES,NO,一級,0,0,7.65456621,2.922146119,185,FALSE,0,0,一般專業人員,FALSE,FALSE,3.9,0AC5100,科,0AC0000,0AC5000,0AC5100,樂觀關係型,對話力,敏捷力,工作管理,,3.9,FALSE
294,0,31,女性,已婚,YES,YES,NO,其他,1,3.493378995,3.990639269,0.160045662,185,FALSE,0,0,一般專業人員,FALSE,FALSE,,0AC5100,科,0AC0000,0AC5000,0AC5100,外向開放型,,,工作管理,,4,FALSE
297,0,37,女性,未婚,YES,NO,NO,其他,3,23.38858447,1.035616438,0.957762557,1545,FALSE,0,0,一般專業人員,FALSE,FALSE,,0AC5100,科,0AC0000,0AC5000,0AC5100,正向領導型,,,工作管理,對話力,5,TRUE
298,0,34,女性,已婚,YES,NO,NO,其他,2,20.29543379,0.874429224,0.796575342,1545,FALSE,0,0,一般專業人員,FALSE,FALSE,,0AC5100,科,0AC0000,0AC5000,0AC5100,外向開放型,,,,,,
299,0,38,男性,,YES,YES,NO,其他,1,1.010958904,10.44406393,1.318493151,1589,FALSE,0,0,一般專業人員,FALSE,FALSE,,0AC5100,科,0AC0000,0AC5000,0AC5100,正向領導型,促進團隊成功,,工作管理,對話力,5,TRUE
300,0,44,女性,已婚,YES,NO,NO,其他,4,13.72694064,3.818493151,2.016438356,83,FALSE,0,0,資深專業人員,TRUE,FALSE,2.1,0DC2600,科,0DC0000,0DC2000,0DC2600,外向開放型,促進團隊成功,,對話力,,5,TRUE
302,0,29,男性,,YES,YES,NO,一級,0,0,3.571232877,1.415525114,242,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC0B00,科,0DC0000,0DC0B00,,外向開放型,對話力,敏捷力,,,3.6,FALSE
304,0,30,女性,未婚,YES,NO,NO,二級,1,2.407305936,2.907305936,1.90456621,83,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC0B00,科,0DC0000,0DC0B00,,樂觀關係型,,工作管理,,,4,FALSE
308,0,35,女性,,YES,YES,NO,其他,6,6.775114155,2.785616438,0.788356164,83,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC0B00,科,0DC0000,0DC0B00,,,,敏捷力,問題分析與解決,,3,FALSE
317,0,31,男性,已婚,YES,YES,NO,二級,1,4.083333333,1.985159817,0.485159817,1583,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC2600,科,0DC0000,0DC2000,0DC2600,正向領導型,,,,,,
318,0,39,男性,,YES,YES,NO,一級,3,6.916666667,2.535616438,0.826712329,409,FALSE,0,0,一般專業人員,FALSE,FALSE,3.5,09C2000,部,09C0000,09C2000,,,,,,,,
326,0,39,男性,已婚,NO,YES,NO,其他,4,13.5,1.979680365,0.313013699,1582,FALSE,0,0,資深專業人員,FALSE,FALSE,,09C2000,部,09C0000,09C2000,,,,,,,,
332,0,41,男性,未婚,NO,YES,NO,其他,4,10.66666667,1.810273973,0.313013699,1582,FALSE,0,0,資深專業人員,FALSE,FALSE,,01C7000,部,01C0000,01C7000,,外向開放型,,,,學習力,3.8,FALSE
335,0,30,男性,已婚,YES,NO,NO,其他,1,2.333333333,1.638127854,0.313013699,1582,FALSE,0,0,行政人員,FALSE,FALSE,,04C0300,科,04C0000,04C0300,,,,,,,,
341,0,28,女性,已婚,YES,NO,NO,其他,1,4.666666667,1.54109589,0.313013699,1582,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC3100,科,0DC0000,0DC3000,0DC3100,外向開放型,工作管理 促進團隊成功,敏捷力 學習力,,,4.6,TRUE
342,0,40,男性,已婚,YES,YES,NO,其他,4,13.33333333,1.485159817,0.160045662,830,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC3100,科,0DC0000,0DC3000,0DC3100,外向開放型,,,學習力,工作管理,5,TRUE
344,0,32,女性,未婚,YES,NO,NO,二級,1,6.083333333,1.446803653,0.896347032,1555,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC3100,科,0DC0000,0DC3000,0DC3100,正向領導型,,,,,3,FALSE
365,0,30,男性,,YES,YES,NO,其他,2,3.25,0.713242009,0.313013699,1582,FALSE,0,0,一般專業人員,FALSE,FALSE,,08C0000,處,08C0000,,,,,,,,,
379,0,26,女性,,YES,NO,NO,二級,1,3.416666667,0.235159817,0.235159817,241,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC2400,科,0DC0000,0DC2000,0DC2400,樂觀關係型,,,,,,
384,0,60,男性,已婚,YES,NO,NO,其他,2,3.15456621,33.45502283,19.82945205,1453,FALSE,0,0,一般專業人員,FALSE,FALSE,,0AC1000,部,0AC0000,0AC1000,,,,,,,,
388,0,52,女性,已婚,YES,NO,NO,一級,0,0,30.72694064,6.705022831,1530,FALSE,0,0,資深專業人員,FALSE,FALSE,1.9,0AC5200,科,0AC0000,0AC5000,0AC5200,外向開放型,,敏捷力,,,5,TRUE
390,0,49,女性,已婚,NO,NO,NO,其他,0,0,30.70228311,20.16278539,1529,FALSE,0,0,資深專業人員,FALSE,FALSE,1.9,0AC5200,科,0AC0000,0AC5000,0AC5200,外向開放型,,,,,5.2,TRUE
394,0,49,女性,已婚,NO,NO,NO,其他,0,0,30.66940639,10.88812785,1570,FALSE,0,0,一般專業人員,FALSE,FALSE,,0AC5200,科,0AC0000,0AC5000,0AC5200,保守穩定型,,,,,4,FALSE
396,0,50,男性,已婚,YES,YES,NO,一級,0,0,22.3239726,12.44406393,1523,FALSE,0,0,一般專業人員,FALSE,FALSE,,0AC5200,科,0AC0000,0AC5000,0AC5200,外向開放型,,,問題分析與解決,對話力,4,FALSE
399,0,51,女性,已婚,YES,YES,NO,其他,0,0,25.69680365,13.03287671,1581,FALSE,0,0,資深專業人員,FALSE,FALSE,,06C0000,處,06C0000,,,保守穩定型,促進團隊成功,,,指導,4.3,FALSE
404,0,46,女性,已婚,NO,NO,NO,其他,0,0,27.82123288,13.99063927,409,FALSE,0,0,一般專業人員,FALSE,FALSE,1.9,06C0000,處,06C0000,,,外向開放型,,問題分析與解決,,,5.3,TRUE
409,0,51,女性,已婚,YES,YES,NO,一級,1,1.296575342,26.69680365,14.89908676,778,FALSE,0,0,行政人員,TRUE,FALSE,,0AC3000,部,0AC0000,0AC3000,,,,,,,,
411,1,51,女性,已婚,YES,NO,NO,其他,2,2.18196347,25.97968037,19.53013699,591,TRUE,126,9,高階主管,TRUE,FALSE,0.8,0DC3000,部,0DC0000,0DC3000,,外向開放型,,,,,6,TRUE
412,0,43,女性,已婚,YES,YES,NO,其他,0,0,18.81849315,6.87716895,567,TRUE,12,12,資深專業人員,TRUE,FALSE,1.9,0DC0100,科,0DC0000,0DC0100,,外向開放型,,,,,6,TRUE
421,0,70,男性,已婚,NO,YES,YES,二級,4,12.24885845,13.72420091,7.665525114,3,FALSE,0,0,一般專業人員,TRUE,FALSE,,0AC3200,科,0AC0000,0AC3000,0AC3200,,,,,,,
428,0,42,女性,已婚,YES,YES,NO,其他,0,0,16.69680365,12.16552511,3,TRUE,8,8,基層/專案主管,FALSE,FALSE,1.9,0AC5200,科,0AC0000,0AC5000,0AC5200,外向開放型,,,,,5.2,TRUE
429,0,41,女性,已婚,YES,NO,NO,其他,0,0,0.452283105,0.452283105,5,TRUE,10,10,基層/專案主管,FALSE,FALSE,1.9,0AC5100,科,0AC0000,0AC5000,0AC5100,外向開放型,,對話力,,,5,TRUE
432,1,44,女性,已婚,YES,NO,NO,一級,1,1.508219178,16.00273973,16.00273973,1560,FALSE,0,0,資深專業人員,FALSE,FALSE,,0AC5300,科,0AC0000,0AC5000,0AC5300,樂觀關係型,學習力,,,,4.8,TRUE
434,0,43,男性,已婚,YES,NO,NO,其他,1,0.949543379,15.19406393,1.008219178,3,FALSE,0,0,資深專業人員,FALSE,FALSE,,0AC5300,科,0AC0000,0AC5000,0AC5300,正向領導型,學習力,,對話力,,3,FALSE
436,0,49,女性,已婚,YES,NO,NO,其他,0,0,21.86347032,2.396347032,92,FALSE,0,0,一般專業人員,FALSE,FALSE,,0AC5200,科,0AC0000,0AC5000,0AC5200,外向開放型,,,,,,
437,1,54,女性,未婚,YES,YES,NO,一級,1,4.333333333,16.66278539,16.66278539,1560,FALSE,0,0,一般專業人員,FALSE,FALSE,,03C0300,科,03C0000,03C0300,,,,,,,,
438,1,43,男性,已婚,YES,NO,NO,其他,5,14.34520548,2.685844749,1.968721461,1545,FALSE,0,0,資深專業人員,FALSE,FALSE,1,02C0000,處,02C0000,,,,,,,,4.3,FALSE
439,1,41,女性,已婚,YES,NO,NO,一級,0,0,16,16,1560,TRUE,27,0,高階主管,TRUE,FALSE,,05C0000,處,05C0000,,,,,,,,6,TRUE
440,0,47,男性,未婚,YES,YES,NO,一級,1,0.916666667,21.47968037,11.07945205,1570,TRUE,10,1,中階/專案主管,TRUE,FALSE,3.7,05C1000,部,05C0000,05C1000,,,建立夥伴關係,促進變革與創新,,指導與發展人才,5,TRUE
445,0,47,女性,已婚,YES,NO,NO,其他,0,0,19.18310502,16.04383562,1560,FALSE,0,0,一般專業人員,TRUE,FALSE,,05C0200,科,05C0000,05C0200,,,,,,,,
447,1,41,男性,未婚,YES,YES,NO,一級,0,0,14.48515982,14.48515982,1560,FALSE,0,0,一般專業人員,TRUE,FALSE,,05C0100,科,05C0000,05C0100,,,,,,,,
449,1,41,男性,未婚,YES,NO,NO,其他,1,1.833333333,10.9413242,7.715981735,63,FALSE,0,0,一般專業人員,TRUE,FALSE,,05C0200,科,05C0000,05C0200,,,,,,,,
450,0,44,男性,已婚,YES,NO,NO,其他,0,0,19.52191781,13.82671233,951,TRUE,9,9,基層/專案主管,TRUE,FALSE,1.9,05C1000,部,05C0000,05C1000,,,,,學習力,,6,TRUE
453,0,42,女性,未婚,YES,YES,NO,二級,2,2.162785388,12.23789954,5.099771689,567,FALSE,0,0,中階/專案主管,FALSE,FALSE,,09C3000,部,09C0000,09C3000,,,,,,,,
454,0,40,男性,已婚,YES,YES,NO,其他,0,0,13.11347032,0.554794521,212,FALSE,0,0,中階/專案主管,FALSE,FALSE,,09C3000,部,09C0000,09C3000,,,,,,,,
455,0,43,男性,未婚,YES,YES,NO,其他,0,0,19.16278539,15.16004566,1562,TRUE,16,0,高階主管,FALSE,TRUE,0.1,09C0000,處,09C0000,,,,,,,,6,TRUE
459,1,39,男性,未婚,YES,NO,NO,一級,0,0,13.39908676,13.39908676,1560,FALSE,0,0,一般專業人員,FALSE,FALSE,2.9,09C3000,部,09C0000,09C3000,,保守穩定型,,,,,4,FALSE
464,1,42,男性,已婚,YES,YES,NO,其他,0,0,14.28013699,2.116210046,1546,FALSE,0,0,基層/專案主管,FALSE,FALSE,,0AC2000,部,0AC0000,0AC2000,,,,,,,,
465,0,45,男性,已婚,YES,YES,NO,一級,0,0,17.67488584,17.67488584,1453,TRUE,34,6,中階/專案主管,FALSE,FALSE,1.9,0AC5000,部,0AC0000,0AC5000,,正向領導型,營運決策能力,,學習力,,6,TRUE
466,0,39,男性,未婚,YES,YES,NO,其他,0,0,12.57945205,2.721461187,212,FALSE,0,0,中階/專案主管,FALSE,FALSE,,0AC0000,處,0AC0000,,,,,,,,,
471,0,36,男性,已婚,YES,YES,NO,二級,0,0,10.00547945,5.083333333,1568,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC2700,科,0DC0000,0DC2000,0DC2700,外向開放型,,學習力,,,5,TRUE
474,0,39,女性,,YES,NO,NO,其他,0,0,6.498858447,6.444063927,1535,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC2700,科,0DC0000,0DC2000,0DC2700,,學習力,問題分析與解決,工作管理,,3,FALSE
475,0,40,男性,已婚,YES,NO,NO,二級,0,0,15.15730594,11.243379,951,FALSE,0,0,一般專業人員,TRUE,FALSE,1.9,0DC2700,科,0DC0000,0DC2000,0DC2700,正向領導型,學習力,,對話力,,5.5,TRUE
477,0,41,女性,已婚,YES,YES,NO,其他,0,0,16.05753425,6.829452055,1569,FALSE,0,0,一般專業人員,TRUE,TRUE,0.9,0DC2700,科,0DC0000,0DC2000,0DC2700,保守穩定型,對話力,學習力,敏捷力,,5.3,TRUE
478,1,39,女性,已婚,YES,YES,NO,一級,1,0.888127854,12.62442922,3.632648402,515,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC2700,科,0DC0000,0DC2000,0DC2700,樂觀關係型,學習力,,敏捷力,,4.5,TRUE
482,0,36,男性,已婚,YES,YES,NO,一級,0,0,11.04383562,7.086073059,1542,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC2700,科,0DC0000,0DC2000,0DC2700,保守穩定型,,學習力,,,4,FALSE
484,0,51,女性,已婚,YES,YES,NO,一級,0,0,16.02739726,14.51643836,807,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC2700,科,0DC0000,0DC2000,0DC2700,保守穩定型,,學習力,,,4,FALSE
485,1,34,男性,已婚,YES,YES,NO,二級,1,4.25,4.530136986,4.496118721,72,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC2700,科,0DC0000,0DC2000,0DC2700,保守穩定型,工作管理,對話力,敏捷力,,4,FALSE
488,0,42,女性,未婚,YES,YES,NO,其他,0,0,15.89908676,11.24885845,1458,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC2700,科,0DC0000,0DC2000,0DC2700,正向領導型,,,,,,
489,0,36,女性,未婚,YES,YES,NO,二級,1,1.87716895,9.888127854,4.338812785,212,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC2700,科,0DC0000,0DC2000,0DC2700,外向開放型,,對話力,學習力,,4,FALSE
494,0,39,男性,已婚,YES,YES,NO,一級,1,1.793835616,8.713242009,2.016438356,1589,FALSE,0,0,行政人員,TRUE,FALSE,,05C1000,部,05C0000,05C1000,,保守穩定型,,問題分析與解決,,,3.7,FALSE
497,0,39,女性,未婚,YES,NO,NO,其他,0,0,15.82123288,8.915525114,1562,FALSE,0,0,一般專業人員,TRUE,FALSE,,05C1000,部,05C0000,05C1000,,,,,,,,
499,0,43,女性,已婚,YES,YES,NO,其他,0,0,14.5109589,10.07945205,1573,FALSE,0,0,一般專業人員,TRUE,FALSE,,05C1000,部,05C0000,05C1000,,保守穩定型,,,,,4,FALSE
500,0,39,女性,已婚,YES,YES,NO,一級,0,0,13.99885845,5.229680365,185,FALSE,0,0,一般專業人員,TRUE,FALSE,,05C1000,部,05C0000,05C1000,,保守穩定型,,,,,4,FALSE
501,0,44,男性,已婚,YES,NO,NO,其他,0,0,15.51369863,1.076712329,1566,FALSE,0,0,一般專業人員,TRUE,FALSE,,05C1000,部,05C0000,05C1000,,樂觀關係型,,工作管理 問題分析與解決,,,5,TRUE
502,0,36,女性,已婚,YES,YES,NO,一級,0,0,10.21050228,4.449543379,212,FALSE,0,0,一般專業人員,TRUE,FALSE,,05C1000,部,05C0000,05C1000,,外向開放型,,敏捷力,,學習力,,
505,0,39,男性,,YES,YES,NO,其他,5,14.84703196,2.460502283,2.218721461,1588,TRUE,13,13,基層/專案主管,FALSE,FALSE,1.2,03C2500,科,03C0000,03C2000,03C2500,,,,,,,
507,0,35,男性,未婚,YES,YES,NO,一級,0,0,9.260958904,0.607990868,212,FALSE,0,0,基層/專案主管,FALSE,FALSE,3.5,03C2100,科,03C0000,03C2000,03C2100,,,,,,,
508,0,45,女性,未婚,NO,NO,NO,其他,0,0,8.510958904,3.393607306,604,FALSE,0,0,基層/專案主管,FALSE,FALSE,1.3,03C2200,科,03C0000,03C2000,03C2200,正向領導型,,,,,6,TRUE
509,0,44,男性,已婚,,,,,2,1.25,15.18584475,11.62716895,807,TRUE,6,6,資深專業人員,FALSE,FALSE,,03C3000,部,03C0000,03C3000,,保守穩定型,,,,,,
510,0,41,男性,未婚,YES,YES,NO,一級,0,0,15.21598174,2.396347032,1455,FALSE,0,0,一般專業人員,FALSE,FALSE,,03C2100,科,03C0000,03C2000,03C2100,,,,,,,
511,1,36,男性,未婚,YES,YES,NO,二級,1,0.490639269,10.82671233,2.086073059,1458,FALSE,0,0,高階主管,FALSE,FALSE,,01C0000,處,01C0000,,,,,,,,6,TRUE
512,0,37,男性,已婚,YES,YES,NO,其他,1,0.543835616,8.79109589,4,212,FALSE,0,0,高階主管,FALSE,FALSE,,01C0000,處,01C0000,,,,,,,,,
514,0,39,女性,,YES,NO,NO,一級,1,1.160045662,13.1913242,1.160045662,185,TRUE,11,10,基層/專案主管,FALSE,FALSE,12.9,03C1000,部,03C0000,03C1000,,,,,,,6,TRUE
515,0,43,女性,已婚,YES,YES,NO,一級,1,2.180365297,13.56575342,5.076712329,213,FALSE,0,0,一般專業人員,FALSE,FALSE,2.8,03C0200,科,03C0000,03C0200,,,,,,,4.5,TRUE
518,0,36,女性,,YES,NO,NO,二級,0,0,13.6326484,4.349771689,1553,FALSE,0,0,資深專業人員,TRUE,FALSE,,01C0000,處,01C0000,,,,,,,,,
519,0,41,女性,,YES,YES,NO,二級,1,2.657305936,13.62442922,2.019178082,591,FALSE,0,0,基層/專案主管,TRUE,FALSE,,01C0000,處,01C0000,,,,,,,,,
520,0,37,女性,已婚,YES,YES,NO,一級,0,0,9.097031963,4.605251142,409,FALSE,0,0,基層/專案主管,TRUE,FALSE,,01C0000,處,01C0000,,,,,,,,,
521,0,30,女性,未婚,YES,YES,NO,一級,0,0,6.960502283,6.960502283,1570,FALSE,0,0,基層/專案主管,TRUE,FALSE,,01C0000,處,01C0000,,,,,,,,,
522,0,39,女性,已婚,YES,YES,NO,一級,0,0,12.72420091,12.72420091,1570,FALSE,0,0,基層/專案主管,TRUE,FALSE,,01C0000,處,01C0000,,,,,,,,,
523,0,37,女性,未婚,YES,YES,NO,一級,0,0,12.91552511,6.194063927,561,FALSE,0,0,基層/專案主管,FALSE,FALSE,2.7,03C1000,部,03C0000,03C1000,,保守穩定型,,學習力,,,6,TRUE
524,0,34,女性,,YES,NO,NO,其他,1,0.332191781,11.15730594,6.683105023,1532,FALSE,0,0,基層/專案主管,TRUE,FALSE,,01C0000,處,01C0000,,,,,,,,,
525,0,35,女性,已婚,YES,NO,NO,其他,0,0,13.5739726,9.665525114,194,FALSE,0,0,基層/專案主管,TRUE,FALSE,,01C0000,處,01C0000,,,,,,,,,
529,1,36,男性,已婚,NO,YES,NO,其他,3,4.265296804,5.094292237,3.407305936,1553,FALSE,0,0,高階主管,FALSE,FALSE,,01C0000,處,01C0000,,,,,,,,,
532,0,38,女性,已婚,YES,YES,NO,一級,1,1.666666667,12.95502283,9.068493151,733,FALSE,0,0,一般專業人員,FALSE,FALSE,,03C1000,部,03C0000,03C1000,,,,,,,,
533,0,39,女性,已婚,YES,NO,NO,其他,2,2.87716895,11.67214612,11.59155251,409,FALSE,0,0,一般專業人員,FALSE,FALSE,,03C1000,部,03C0000,03C1000,,,,,,,,
534,0,42,女性,已婚,YES,YES,NO,其他,0,0,12.91278539,1.160045662,1566,TRUE,7,7,基層/專案主管,TRUE,TRUE,,0DC3300,科,0DC0000,0DC3000,0DC3300,保守穩定型,,對話力,建立夥伴關係,,5.6,TRUE
536,1,40,男性,未婚,YES,YES,NO,一級,4,3.730136986,7.490639269,4.449543379,1546,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC3300,科,0DC0000,0DC3000,0DC3300,外向開放型,,,,,4,FALSE
548,1,35,女性,未婚,YES,NO,NO,其他,3,4.583333333,9.160045662,9.160045662,411,TRUE,8,8,基層/專案主管,TRUE,FALSE,,01C5100,科,01C0000,01C5000,01C5100,保守穩定型,,,,,,
550,1,44,女性,已婚,YES,YES,NO,其他,1,7.583333333,11.80479452,11.80479452,1529,FALSE,0,0,一般專業人員,TRUE,FALSE,,01C5200,科,01C0000,01C5000,01C5200,正向領導型,工作管理,,學習力,促進團隊成功,4,FALSE
553,0,29,女性,已婚,YES,NO,NO,其他,2,1.916666667,5.37716895,5.366210046,411,FALSE,0,0,資深專業人員,TRUE,FALSE,,01C5200,科,01C0000,01C5000,01C5200,樂觀關係型,,,,,4,FALSE
554,0,35,女性,已婚,YES,NO,NO,其他,0,0,12.26643836,1.86347032,561,FALSE,0,0,資深專業人員,TRUE,FALSE,,01C5200,科,01C0000,01C5000,01C5200,樂觀關係型,,,,,6,TRUE
557,0,37,男性,已婚,YES,YES,NO,一級,0,0,8.657305936,0.829452055,1551,TRUE,5,5,基層/專案主管,FALSE,FALSE,,0AC2000,部,0AC0000,0AC2000,,,,,,,5.1,TRUE
558,1,35,女性,已婚,YES,YES,NO,二級,0,0,11.02191781,5.068493151,185,FALSE,0,0,行政人員,FALSE,FALSE,,0AC2000,部,0AC0000,0AC2000,,,,,,,,
559,1,38,男性,已婚,NO,YES,NO,其他,0,0,11.49611872,1.915525114,1455,FALSE,0,0,中階/專案主管,FALSE,FALSE,,06C0000,處,06C0000,,,,,,,,4,FALSE
560,0,39,男性,未婚,NO,YES,NO,其他,2,2.306392694,9.930365297,2.401826484,1013,FALSE,0,0,基層/專案主管,FALSE,FALSE,0.9,01C1000,部,01C0000,01C1000,,保守穩定型,建立夥伴關係 計劃與組織能力,學習力,,,5.5,TRUE
561,0,37,女性,已婚,YES,YES,NO,一級,3,1.333333333,11.91004566,11.91004566,384,FALSE,0,0,一般專業人員,FALSE,FALSE,,01C1000,部,01C0000,01C1000,,,,,,,,
562,0,36,女性,已婚,YES,NO,NO,其他,0,0,11.8716895,5.046575342,194,FALSE,0,0,資深專業人員,FALSE,FALSE,,01C1000,部,01C0000,01C1000,,保守穩定型,促進團隊成功 對話力,學習力,,,4.8,TRUE
563,0,40,男性,已婚,YES,YES,NO,一級,3,5.666666667,11.45776256,11.42488584,465,FALSE,0,0,一般專業人員,FALSE,FALSE,,01C1000,部,01C0000,01C1000,,外向開放型,,,,,,
564,1,40,女性,未婚,YES,YES,NO,其他,0,0,5.082191781,1.166666667,72,FALSE,0,0,一般專業人員,TRUE,FALSE,,05C0100,科,05C0000,05C0100,,,,,,,,
566,0,47,女性,未婚,YES,NO,NO,其他,3,8.416666667,11.62716895,11.62716895,1570,FALSE,0,0,一般專業人員,TRUE,FALSE,4.6,05C1000,部,05C0000,05C1000,,,,,,,,
567,0,55,女性,已婚,YES,YES,NO,其他,0,0,11.61894977,11.61894977,,FALSE,0,0,一般專業人員,TRUE,FALSE,2.1,05C1000,部,05C0000,05C1000,,,,,,,,
569,0,36,女性,未婚,YES,YES,NO,二級,1,0.25,11.64908676,11.64908676,1530,FALSE,0,0,一般專業人員,TRUE,FALSE,,05C0100,科,05C0000,05C0100,,,,,,,,
572,0,38,男性,已婚,NO,YES,NO,二級,0,0,11.16278539,4.11347032,519,FALSE,0,0,一般專業人員,TRUE,FALSE,,05C1000,部,05C0000,05C1000,,,,,,,,
575,0,44,女性,已婚,YES,YES,NO,其他,3,10.16666667,10.76369863,10.76369863,1529,FALSE,0,0,資深專業人員,TRUE,FALSE,,0DC3300,科,0DC0000,0DC3000,0DC3300,保守穩定型,,,,,3.4,FALSE
576,0,45,女性,已婚,YES,YES,NO,其他,3,8.022374429,10.51643836,6.246118721,515,FALSE,0,0,資深專業人員,TRUE,FALSE,,0DC3300,科,0DC0000,0DC3000,0DC3300,保守穩定型,指導 學習力,持續改善 計劃與組織能力,,,5,TRUE
582,0,39,男性,已婚,YES,NO,NO,其他,3,5.174885845,10.66278539,1.493378995,185,FALSE,0,0,資深專業人員,TRUE,FALSE,,0DC3300,科,0DC0000,0DC3000,0DC3300,樂觀關係型,,,,,6,TRUE
589,0,29,女性,已婚,YES,YES,NO,一級,0,0,4.826712329,0.916666667,212,FALSE,0,0,資深專業人員,TRUE,TRUE,,0DC3300,科,0DC0000,0DC3000,0DC3300,保守穩定型,,持續改善,,,5.1,TRUE
591,0,46,女性,已婚,YES,YES,NO,一級,3,12.25,10.32945205,10.32945205,1560,FALSE,0,0,資深專業人員,FALSE,FALSE,,06C0000,處,06C0000,,,,,,,,,
594,0,36,男性,未婚,YES,YES,NO,其他,3,5.166666667,4.310273973,2.632648402,895,FALSE,0,0,一般專業人員,FALSE,FALSE,,06C0000,處,06C0000,,,,,,對話力,,3.4,FALSE
